,Age,Gender,City,yearsExperience,SeniorityLevel,salary,MainLanguage,CompanySize,CompanyType
1629,33,M,Munich,15,Senior,69000,English,100-1000,Product
1631,27,M,Berlin,11,Senior,78000,English,1000+,Startup
1632,28,M,Munich,2,Junior,52000,Deutsch,10-50,Consulting / Agency
1633,28,M,Berlin,2,Junior,75000,English,10-50,Startup
1634,28,M,Amsterdam,6,Senior,70000,English,100-1000,Product
1635,29,M,Amsterdam,9,Middle,70000,English,100-1000,Product
1637,26,M,Munich,6,Middle,62000,Deutsch,50-100,Consulting / Agency
1638,40,M,Munich,22,Senior,95000,Deutsch,100-1000,Product
1639,34,M,Munich,15,Senior,86000,English,1000+,Product
1640,25,F,Berlin,6,Senior,54000,English,100-1000,Product
1641,29,F,Berlin,3,Middle,49000,English,100-1000,Product
1642,40,M,Nuremberg,1,Junior,48000,English,50-100,Startup
1643,33,M,Munich,12,Senior,65000,English,50-100,Product
1644,32,M,Amsterdam,5,Middle,53000,English,50-100,Product
1645,33,F,Berlin,6,Senior,62000,English,100-1000,Product
1648,23,M,Berlin,4,Middle,58000,English,100-1000,Startup
1649,28,M,Koblenz,2,Junior,48000,Deutsch,1000+,Product
1650,28,M,Würzburg ,6,Middle,72000,Deutsch,10-50,Startup
1651,29,M,Berlin,5,Middle,59000,English,1000+,Startup
1652,28,M,Berlin,7,Senior,73000,English,1000+,Product
1653,30,F,Amsterdam,8,Senior,65000,English,1000+,Bodyshop / Outsource
1654,25,M,Amsterdam,7,Middle,89000,English,1000+,Product
1655,39,M,Amsterdam,15,Senior,65000,English,50-100,Product
1656,33,M,Munich,10,Senior,88000,English,1000+,Product
1657,43,M,Hamburg,20,Middle,60000,English,100-1000,Startup
1658,28,M,Amsterdam,2,Middle,45000,English,50-100,Product
1659,30,M,Amsterdam,12,Senior,77700,English,100-1000,Startup
1660,37,M,Amsterdam,15,Senior,80000,English,1000+,Product
1661,35,M,Berlin,13,Senior,85000,English,50-100,Product
1663,35,M,Amsterdam,15,Senior,82500,English,up to 10,Product
1664,30,M,Bremen,2,Junior,52000,Deutsch,10-50,Product
1665,31,M,Munich,5,Senior,60000,English,50-100,Product
1666,33,M,Munich,2,Junior,50000,English,1000+,Product
1667,24,M,Amsterdam,5,Senior,65000,English,100-1000,Bodyshop / Outsource
1668,36,M,Berlin,15,Senior,62000,English,100-1000,Product
1669,29,M,Berlin,3,Middle,70000,English,100-1000,Product
1670,30,M,Amsterdam,6,Senior,81000,English,1000+,Product
1671,26,M,Amsterdam,1,Junior,52000,English,10-50,Consulting / Agency
1672,31,M,Berlin,8,Senior,85000,English,50-100,Startup
1673,27,M,Hamburg,3,Middle,57000,English,100-1000,Product
1674,28,M,Lausanne,7,Junior,50800,English,100-1000,University
1675,26,M,Hamburg,5,Middle,41160,English,100-1000,Product
1676,24,M,Saint Petersburg,5,Middle,34000,Russian,100-1000,Bodyshop / Outsource
1678,40,M,Berlin,6,Middle,55000,English,1000+,Product
1679,30,M,Berlin,8,Senior,55000,English,100-1000,Product
1680,30,M,Amsterdam,8,Senior,107685,English,1000+,Product
1681,25,M,Berlin,6,Lead,75000,English,100-1000,Product
1683,42,M,Berlin,18,Senior,72000,English,50-100,Product
1684,45,M,Berlin,25,Senior,70000,Deutsch,50-100,Product
1685,39,M,Berlin,10,Senior,82000,English,1000+,Product
1686,26,M,Berlin,4,Middle,75000,English,100-1000,Startup
1687,30,M,Berlin,11,Senior,88000,English,1000+,Product
1688,35,M,Munich,2,Middle,60000,English,10-50,Consulting / Agency
1689,27,M,Heidelberg,1,Junior,45600,English,1000+,University
1690,31,M,Berlin,10,Middle,65000,English,100-1000,Product
1691,36,M,Munich,10,Senior,93000,English,100-1000,Startup
1692,45,M,Munich,4,Senior,70000,English,100-1000,Product
1693,32,M,Berlin,10,Senior,78000,English,100-1000,Startup
1694,37,M,Stockholm,15,Senior,60000,English,50-100,Product
1697,28,M,Berlin,3,Middle,62000,English,100-1000,Product
1698,31,M,Düsseldorf,5,Middle,55000,English,1000+,Consulting / Agency
1699,34,F,Berlin,5,Middle,60000,English,100-1000,Product
1700,24,M,Berlin,3,Middle,50000,English,100-1000,Startup
1701,45,M,Munich,18,Senior,86700,English,1000+,Product
1702,37,M,Berlin,17,Lead,75000,English,1000+,Product
1703,35,F,Berlin,3,Middle,40000,English,100-1000,Product
1704,28,F,Berlin,7,Senior,65000,English,100-1000,Product
1706,33,M,Berlin,10,Senior,89000,English,50-100,Product
1707,32,F,Stuttgart,3,Middle,51000,English,10-50,Product
1708,27,M,Berlin,8,Senior,82000,English,50-100,Startup
1709,32,F,Berlin,3,Middle,54000,English,100-1000,Product
1710,32,M,Berlin,10,Senior,110000,English,1000+,Product
1711,26,M,Kyiv,5,Senior,34000,English,50-100,Product
1712,29,F,Berlin,6,Middle,52000,English,100-1000,Product
1714,33,M,Amsterdam,8,Middle,75000,English,1000+,Product
1715,44,M,Munich,22,Senior,101000,English,1000+,Product
1716,28,M,Moscow,6,Lead,27977,Russian,100-1000,Product
1718,25,M,Amsterdam,6,Senior,75000,English,100-1000,Product
1719,33,M,Rotterdam,11,Senior,70000,English,100-1000,Product
1720,30,M,Minsk,9,Senior,50000,Russian,100-1000,Product
1721,37,M,Frankfurt,2,Junior,45000,English,100-1000,Product
1722,32,M,Munich,9,Senior,70000,English,100-1000,Product
1723,31,M,Hamburg,11,Middle,65000,Deutsch,100-1000,Product
1724,38,M,Amsterdam,5,Senior,100000,English,100-1000,Product
1725,30,M,Berlin,10,,83000,English,1000+,Product
1726,50,M,Frankfurt,28,Senior,110000,English,1000+,Consulting / Agency
1727,50,M,Frankfurt,28,Senior,110000,English,1000+,Consulting / Agency
1728,33,M,Amsterdam,4,Middle,62000,English,100-1000,Product
1729,36,M,Munich,4,Middle,60000,English,10-50,Product
1730,28,M,Munich,10,Senior,95000,English,1000+,Product
1731,33,M,Amsterdam,8,Middle,50000,English,1000+,University
1732,44,F,Munich,6,Middle,68000,Deutsch,10-50,Consulting / Agency
1733,35,M,Nuremberg,9,Middle,66000,Deutsch,50-100,Consulting / Agency
1734,35,M,Amsterdam,12,Senior,67800,English,50-100,Consulting / Agency
1735,36,M,Berlin,14,Senior,83000,English,100-1000,Product
1737,34,M,Cologne,13,Senior,70000,English,50-100,Product
1738,29,M,Berlin,7,Middle,42000,English,100-1000,Consulting / Agency
1739,33,F,Berlin,1,Junior,32000,English,1000+,Startup
1740,31,M,Munich,8,,80000,English,,
1741,37,M,Utrecht,17,Middle,71000,English,100-1000,Product
1742,26,F,Amsterdam,4,Middle,52800,English,1000+,Bank
1743,33,M,Amsterdam,10,Senior,87000,English,1000+,Product
1744,28,M,Moscow,5,Lead,54000,Russian,100-1000,Product
1745,27,M,Berlin,5,Senior,73300,English,1000+,Consulting / Agency
1746,30,M,Amsterdam,14,Senior,100000,English,1000+,Startup
1747,46,M,Munich,20,Lead,70000,English,1000+,Product
1748,41,M,Munich,19,Senior,73200,English,1000+,Product
1749,41,M,Kiev,19,Senior,45000,Russian,50-100,Product
1750,32,F,Amsterdam,7,Senior,74900,English,1000+,Product
1751,30,M,Amsterdam,10,Senior,71000,English,1000+,Product
1752,28,M,Amsterdam,7,Senior,72000,English,1000+,Bank
1753,42,M,Munich,9,Senior,68000,English,1000+,Product
1754,33,M,Berlin,15,Senior,100000,English,1000+,Product
1755,32,M,Frankfurt,5,Middle,63000,Deutsch,1000+,Consulting / Agency
1756,26,M,Munich,5,Senior,80000,English,51-100,Product
1757,26,M,Berlin,7,Senior,80000,English,101-1000,Product
1759,28,M,Berlin,4,Junior,54000,English,51-100,Startup
1760,37,M,Berlin,17,Senior,62000,English,101-1000,Product
1761,32,M,Berlin,5,Senior,76000,English,11-50,Startup
1762,37,M,Berlin,6,Middle,57000,English,11-50,Product
1763,24,M,Berlin,5,Senior,65000,English,1000+,Product
1764,29,M,Berlin,8,Senior,56000,English,101-1000,Product
1765,35,M,Berlin,15,Lead,95000,English,101-1000,Product
1766,32,F,Hamburg,2,Junior,52500,German,101-1000,Consulting / Agency
1769,34,M,Berlin,14,Senior,70000,English,11-50,Startup
1770,28,M,Berlin,11,Senior,75000,English,1000+,Product
1771,31,M,Wolfsburg,5,Senior,75000,English,101-1000,Consulting / Agency
1772,29,M,Hamburg,7,Middle,60350,English,1000+,Product
1773,41,M,Berlin,18,Senior,78000,English,51-100,Startup
1774,27,M,Berlin,8,Senior,60000,English,1000+,Product
1775,34,M,Berlin,11,Lead,80000,English,101-1000,Product
1776,34,M,Berlin,13,Senior,103000,English,1000+,Product
1777,34,M,Berlin,15,Lead,100000,English,1000+,Product
1778,25,M,Berlin,5,Senior,65000,German,1000+,Product
1779,59,M,Berlin,30,Senior,69000,German,101-1000,Product
1780,36,M,Berlin,17,Lead,70000,English,101-1000,Product
1781,38,M,Berlin,18,Lead,80000,English,101-1000,Product
1782,24,M,Berlin,6,Senior,75000,English,101-1000,Product
1783,37,M,Berlin,6,Middle,47400,German,1000+,Media
1785,40,M,Berlin,13,Senior,70000,English,101-1000,Product
1786,29,M,Berlin,6,Lead,85000,English,101-1000,Product
1787,31,M,Berlin,5,Middle,65000,English,101-1000,Startup
1788,29,F,Berlin,7,Middle,45000,English,51-100,Startup
1789,39,M,Berlin,8,Senior,80000,English,51-100,Startup
1790,27,M,Berlin,8,Middle,63000,English,101-1000,Product
1792,28,F,Berlin,7,Middle,45000,German,1000+,Product
1793,30,M,Berlin,8,Senior,80000,English,101-1000,Product
1794,28,M,Berlin,5,Senior,75000,English,101-1000,Startup
1795,38,M,Berlin,10,Senior,70000,English,51-100,Startup
1796,29,M,Berlin,7,Senior,72000,English,1000+,Product
1797,49,M,Berlin,15,Senior,67000,German,1000+,Product
1798,32,M,Berlin,10,Senior,105000,English,101-1000,Product
1799,33,F,Berlin,12,Senior,88000,English,1000+,Product
1800,30,M,Berlin,6,Senior,74000,English,1000+,Product
1801,48,M,Berlin,25,Senior,75000,English,101-1000,Product
1802,28,F,Berlin,5,Senior,60000,English,1000+,Product
1803,32,M,Berlin,3,Middle,77000,English,101-1000,Product
1804,38,F,Berlin,12,Senior,70000,English,1000+,Product
1805,31,M,Berlin,7,Lead,76000,English,101-1000,Startup
1806,35,M,Berlin,10,Senior,75000,English,101-1000,Product
1807,28,F,Berlin,7,Middle,45000,German,1000+,Product
1808,29,F,Berlin,8,Senior,60000,English,51-100,Startup
1809,32,M,Berlin,8,Senior,65000,English,11-50,Product
1810,44,M,Berlin,12,Senior,68000,English,11-50,Product
1812,35,M,Munich,11,Senior,65000,German,101-1000,Product
1813,33,M,Munich,15,Lead,90000,,101-1000,Product
1814,29,M,Berlin,5,Senior,75000,English,101-1000,Product
1815,66,M,Munich,40,Lead,70000,German,51-100,Product
1816,39,F,Berlin,10,Senior,70500,German,101-1000,Consulting / Agency
1817,28,M,Munich,5,Senior,72000,English,101-1000,Product
1818,34,M,Munich,5,Senior,73500,English,11-50,Product
1819,34,M,Munich,13,Lead,72000,English,51-100,Product
1820,32,M,Munich,7,Senior,62000,German,101-1000,Consulting / Agency
1821,38,M,Stuttgart,15,Lead,83000,English,1000+,Product
1822,32,M,Berlin,10,Head,110000,English,1000+,Consulting / Agency
1823,45,M,Schleswig-Holstein,26,Senior,93000,German,1000+,Product
1824,48,M,London,23,,110000,English,up to 10,Personal Ltd
1825,28,M,Berlin,3,Middle,55000,English,11-50,Startup
1826,29,M,Konstanz area,6,Middle,53000,English,11-50,Startup
1827,36,M,Munich,15,Senior,55000,English,1000+,Product
1828,39,M,Berlin,10,Senior,75000,German,1000+,Consulting / Agency
1829,29,M,Munich,7,Senior,80000,English,1000+,Product
1830,31,M,Berlin,11,Lead,80000,English,101-1000,Startup
1831,30,M,Berlin,5,Middle,55000,English,1000+,Product
1832,30,M,Munich,8,Middle,70200,English,1000+,Product
1833,33,M,Frankfurt,4,Middle,50000,English,11-50,Consulting / Agency
1834,27,M,Berlin,5,Senior,78000,English,1000+,Startup
1835,26,F,Munich,6,Middle,60000,English,1000+,Product
1836,26,M,Berlin,8,Lead,85000,English,1000+,Product
1837,31,F,Berlin,6,Middle,60000,English,101-1000,Startup
1838,30,M,Berlin,10,Senior,72000,English,101-1000,Product
1839,38,M,Berlin,17,Middle,68500,English,1000+,Product
1840,43,M,Berlin,5,Senior,72000,English,1000+,Product
1841,33,M,Berlin,5,Middle,65000,English,101-1000,Product
1842,31,M,Berlin,9,Senior,60000,English,11-50,Startup
1843,32,F,Berlin,10,Senior,61000,English,101-1000,Product
1844,24,M,Berlin,4,Senior,73000,English,101-1000,Startup
1845,29,M,Berlin,7,Lead,78000,English,101-1000,Product
1846,29,M,Berlin,4,Senior,81000,English,101-1000,Product
1847,30,M,Munich,5,Senior,75000,English,101-1000,Product
1848,35,F,Berlin,3,Middle,55000,German,1000+,Product
1849,27,F,Hamburg,6,Senior,50000,English,101-1000,Product
1850,32,F,Berlin,8,No level,55000,German,11-50,Consulting / Agency
1851,33,M,Munich,5,Senior,60000,English,1000+,Product
1852,28,M,Berlin,8,Lead,80000,English,101-1000,Product
1853,31,F,Munich,14,Middle,80000,German,1000+,Product
1854,32,M,Munich,7,Senior,60000,English,51-100,Product
1855,30,M,Berlin,8,Senior,80000,English,1000+,Product
1856,26,M,Munich,7,Senior,78000,English,101-1000,Product
1857,31,M,Munich,10,Senior,68000,English,1000+,Product
1858,38,F,Munich,6,Middle,62000,English,1000+,Product
1859,37,M,Berlin,10,Senior,55000,English,11-50,Startup
1860,25,M,Munich,3,Middle,62000,English,101-1000,Product
1861,36,M,Berlin,12,Senior,72000,English,up to 10,Startup
1862,27,M,Munich,5,Senior,58000,English,1000+,Product
1864,37,M,Munich,15,Senior,75000,German,101-1000,Product
1865,26,M,Munich,3,Middle,65000,English,101-1000,Product
1866,33,M,Frankfurt,6,Middle,85000,English,1000+,Product
1867,34,M,Berlin,7,Senior,65000,English,up to 10,Startup
1868,33,M,Berlin,12,Lead,65000,English,101-1000,Product
1870,29,M,Berlin,8,Senior,72000,English,101-1000,Startup
1871,24,M,Munich,5,Middle,79000,English,1000+,Product
1872,28,F,Munich,6,Middle,65000,English,1000+,Product
1873,30,F,Berlin,8,Senior,75000,English,101-1000,Product
1874,28,M,Cologne,8,Senior,60000,English,up to 10,Consulting / Agency
1875,31,M,Munich,11,Senior,80000,English,1000+,Product
1876,28,M,Munich,5,Senior,57000,English,1000+,Product
1877,32,F,Kempten,10,Middle,49000,English and German,51-100,Product
1878,28,M,Berlin,6,Senior,65000,English,11-50,Startup
1879,26,F,Munich,3,Junior,70000,English,1000+,Product
1880,33,M,Berlin,6,Middle,63000,English,101-1000,Product
1881,41,M,Munich,18,Middle,72000,English,1000+,Product
1882,31,M,Berlin,9,Senior,60000,English,11-50,Startup
1883,30,M,Munich,6,Senior,75000,English,51-100,Product
1884,31,M,Berlin,8,Senior,70000,English,101-1000,Startup
1885,37,M,Munich,12,Senior,62000,English,101-1000,Product
1886,30,M,Berlin,10,Lead,78000,English,101-1000,Startup
1888,25,M,Munich,5,Senior,75000,English,101-1000,Product
1889,36,M,Berlin,19,Senior,69000,English,101-1000,Product
1890,40,M,Berlin,7,Middle,54000,English,11-50,Product
1891,37,M,Berlin,6,Middle,62000,German,101-1000,Product
1892,35,M,Munich,13,Senior,80000,English,101-1000,Product
1893,42,M,Berlin,20,Senior,80000,German,51-100,Product
1894,34,M,Berlin,10,Senior,75000,English,101-1000,Startup
1895,30,M,Berlin,6,Senior,75000,English,101-1000,Product
1896,35,M,Berlin,12,Senior,70000,English,1000+,Product
1898,35,M,Berlin,10,Senior,70000,English,51-100,Product
1899,35,M,Berlin,14,Middle,44000,English,101-1000,Startup
1900,28,M,Hamburg,7,Senior,80000,English,101-1000,Product
1901,26,M,Münster,5,Junior,48000,German,1000+,Product
1902,35,M,Berlin,4,Middle,50000,English,101-1000,Product
1903,31,F,Munich,7,Senior,68000,English,1000+,Product
1904,35,M,Frankfurt,12,Senior,66000,German,51-100,Consulting / Agency
1905,28,M,Berlin,3,Middle,51000,English,51-100,Product
1906,25,M,Berlin,4,Middle,60000,English,11-50,Startup
1907,42,F,Berlin,20,Middle,55000,English,1000+,Product
1909,40,F,Munich,20,Middle,54000,German,101-1000,Behörde
1910,36,F,Erlangen,14,Middle,62000,English,1000+,Product
1911,37,M,Berlin,8,Junior,60000,English,51-100,Product
1912,33,M,Munich,10,Senior,75000,English,101-1000,Product
1913,38,M,Cologne,11,Senior,55000,English,101-1000,Product
1914,27,M,Munich,4,Senior,60000,English,51-100,Product
1915,33,M,Berlin,7,Senior,62000,English,1000+,Consulting / Agency
1916,34,M,Vienna,12,Senior,77500,English,101-1000,Consulting / Agency
1917,36,F,Munich,5,Middle,60000,English,101-1000,Product
1918,42,M,Berlin,22,Lead,70000,English,1000+,Startup
1919,32,M,Frankfurt,10,Senior,68500,English,101-1000,Product
1920,31,M,Berlin,10,Senior,71060,English,51-100,Startup
1921,33,F,Berlin,6,Middle,60000,English,101-1000,Startup
1922,40,M,Berlin,10,VP,100000,English,51-100,Product
1923,28,M,Moldova,4,Middle,28000,English,51-100,Startup
1924,28,M,Munich,6,Senior,70000,English,101-1000,Consulting / Agency
1925,46,M,Munich,4,Senior,82000,English,101-1000,Product
1926,31,M,Berlin,9,Senior,90000,English,1000+,Product
1927,28,M,Berlin,5,Lead,70800,English,11-50,Consulting / Agency
1928,29,M,Berlin,8,Middle,55000,English,11-50,Startup
1929,40,M,Munich,25,Lead,85000,English,11-50,Product
1930,46,M,Munich,13,Senior,70000,German,101-1000,Product
1931,33,M,Berlin,5,Middle,66000,English,101-1000,Product
1932,33,M,Berlin,10,Middle,62000,English,51-100,Startup
1933,34,M,Berlin,14,Lead,95000,English,1000+,Product
1934,36,M,Berlin,18,Senior,65000,English,101-1000,Product
1935,33,F,Berlin,8,Senior,50000,English,11-50,Startup
1936,32,M,Berlin,11,Lead,80000,English,101-1000,Product
1937,46,M,Berlin,14,Senior,80000,English,51-100,Product
1938,30,M,Munich,8,Senior,66000,English,1000+,Product
1939,36,M,Rosenheim,12,Manager,89200,English,1000+,Construction
1940,35,M,Berlin,10,Senior,90000,English,101-1000,Product
1941,47,M,Munich,20,Senior,75000,,1000+,Product
1943,46,M,Munich,12,Senior,85000,German,1000+,Product
1944,26,M,Berlin,6,Senior,70000,English,101-1000,Product
1945,31,M,Mannheim ,10,Senior,45000,English,11-50,Product
1946,31,M,Munich,12,Lead,85000,English,11-50,Startup
1947,30,F,Berlin,5,Middle,50000,German,101-1000,Product
1950,36,M,Berlin,7,Middle,42000,English and German,up to 10,Product
1951,36,M,Munich,12,Lead,105000,English,1000+,Product
1952,40,M,Munich,13,Senior,77000,English,1000+,Product
1953,38,M,Frankfurt,6,Work Center Manager,68000,English,1000+,Product
1954,35,F,Berlin,15,Senior,76000,German,1000+,Product
1955,32,M,Munich,9,Senior,70000,English,11-50,Product
1956,29,M,Berlin,8,Senior,70000,English,1000+,Product
1957,30,M,Rosenheim,9,Middle,63000,German,101-1000,Product
1958,35,M,Berlin,10,Lead,96000,English,11-50,Product
1959,29,M,Berlin,7,Senior,64000,English,101-1000,Startup
1960,32,F,Berlin,10,Senior,60000,English,51-100,Consulting / Agency
1961,30,F,Munich,10,Senior,65000,English,1000+,Product
1962,25,M,Berlin,6,Middle,61500,English,1000+,Big commercial
1963,43,M,Berlin,20,Senior,79000,English,1000+,Product
1964,38,M,Berlin,16,Senior,65000,English,1000+,Product
1965,26,M,Berlin,5,Middle,63000,English,101-1000,Product
1966,25,F,Munich,3,Middle,62000,English,1000+,Product
1967,34,M,Munich,12,Lead,95000,English,11-50,Product
1968,34,M,Munich,11,Senior,60000,English,11-50,Startup
1969,27,M,Berlin,5,Middle,65000,English,1000+,Product
1970,30,M,Berlin,3,Senior,58000,English,11-50,Startup
1971,34,M,Berlin,5,Middle,65000,English,101-1000,Product
1972,36,F,Berlin,14,Lead,69000,English,11-50,Product
1973,27,M,Berlin,5,Middle,65000,English,1000+,Product
1974,45,M,Berlin,10,Lead,77000,English,101-1000,Product
1975,35,M,Berlin,6,Senior,74000,English,51-100,Product
1976,36,M,Berlin,7,Lead,80000,English,1000+,Product
1977,32,M,Stuttgart,9,Senior,60000,German,1000+,Consulting / Agency
1978,33,M,Boeblingen,14,Senior,70000,English,101-1000,Product
1979,30,M,Berlin,10,Middle,56000,English,1000+,Product
1980,35,M,Berlin,15,Senior,70000,English,51-100,Startup
1981,24,M,Boeblingen,0,Junior,48000,English,11-50,Product
1982,25,M,Stuttgart,4,Middle,60000,German,101-1000,Consulting / Agency
1983,29,M,Berlin,8,Senior,65000,English,101-1000,Product
1984,32,M,Berlin,10,Lead,100000,English,1000+,Product
1985,32,M,Düsseldorf,11,Senior,60000,English,1000+,Consulting / Agency
1986,24,M,Munich,3,Middle,58000,English,1000+,Consulting / Agency
1987,24,F,Stuttgart,2,Middle,55200,English,11-50,Consulting / Agency
1988,56,M,Ingolstadt,9,Senior,75000,German,1000+,Product
1989,53,M,Stuttgart,15,Senior,50000,German,101-1000,Product
1990,25,M,Munich,1,Middle,65000,English,1000+,Product
1991,32,M,Berlin,9,Lead,95000,English,1000+,Product
1992,28,M,Stuttgart,8,Senior,67200,English,1000+,Outsorce
1993,32,M,Berlin,0,Senior,72000,English,101-1000,Product
1994,30,M,Munich,7,Senior,100000,English,1000+,Product
1995,26,F,Berlin,6,Senior,65000,English,101-1000,Product
1996,31,F,Stuttgart,4,Middle,65000,German,1000+,Product
1997,31,M,Munich,9,Middle,92500,English,1000+,Product
1998,29,F,Stuttgart,6,Middle,54000,English,101-1000,Product
1999,33,M,Munich,15,Lead,100000,English,11-50,Startup
2000,26,M,Munich,1,Junior,58000,German,101-1000,Consulting / Agency
2001,30,F,Frankfurt,6,Senior,70000,German,1000+,Bank 
2002,34,M,Berlin,14,Senior,72000,English,101-1000,Product
2003,37,M,Berlin,12,Head,90000,English,11-50,Consulting / Agency
2004,38,M,Frankfurt,16,Lead,99000,English,101-1000,Fintech
2005,28,M,Munich,9,Senior,61200,English,1000+,Automotive
2006,35,M,Stuttgart,14,Senior,80000,German,1000+,Product
2007,31,M,Berlin,10,Senior,60000,English,1000+,Product
2008,29,M,Düsseldorf,1,Junior,45000,German,1000+,Consulting / Agency
2009,39,M,Munich,5,Middle,56000,German,1000+,Product
2010,31,F,Berlin,11,Middle,32000,English,101-1000,Startup
2011,39,M,Munich,12,Lead,108000,English,up to 10,Consulting / Agency
2012,29,M,Munich,8,Senior,95000,English,1000+,Product
2013,36,M,Nürnberg,1,Junior,37500,German,up to 10,Startup
2014,33,M,Berlin,10,Middle,67000,English,1000+,Product
2015,35,M,Frankfurt,12,Senior,100000,English,101-1000,Bank
2016,31,M,Berlin,9,Senior,81000,English,101-1000,Product
2017,38,M,Berlin,11,Senior,35000,English,up to 10,Startup
2018,37,M,Berlin,15,Senior,72000,English,1000+,Product
2019,34,M,Munich,7,Middle,72000,English,101-1000,Startup
2020,30,M,Ansbach,4,Junior,42000,English,101-1000,Product
2021,34,M,Munich,14,Head,95000,English,101-1000,Startup
2022,33,M,Berlin,12,Senior,67000,English,101-1000,
2023,43,M,Berlin,5,Middle,64000,English,101-1000,Product
2024,32,F,Stuttgart,2,Junior,52000,English,1000+,Product
2025,34,M,Leipzig,14,Senior,60000,English,101-1000,Consulting / Agency
2026,29,M,Berlin,9,Senior,85000,English,1000+,Product
2027,37,M,Berlin,14,Senior,84000,English,1000+,IT Department of established business
2029,33,M,Mannheim,6,Middle,49000,English,51-100,Startup
2030,33,F,Berlin,9,Middle,57000,English,101-1000,Startup
2031,40,M,Munich,18,Lead,78000,German,1000+,Product
2032,38,M,Munich,12,Senior,70000,German,101-1000,Telecommunications
2033,29,M,Munich,5,Middle,57000,English,101-1000,Product
2034,27,M,Berlin,7,Senior,72000,English,11-50,Product
2036,33,M,Frankfurt,10,Senior,26400,English,up to 10,Startup
2037,28,M,Berlin,8,Senior,68000,,,
2038,33,F,Munich,6,Senior,58000,English,101-1000,Product
2039,38,M,Munich,10,Lead,92000,English,51-100,Consulting / Agency
2040,42,M,Berlin,20,Senior,80000,German,1000+,Product
2041,45,F,Frankfurt,6,Senior,55000,English,11-50,Product
2042,38,M,Hamburg,12,Senior,73000,English,51-100,Product
2043,29,M,Berlin,9,Senior,62000,English,101-1000,Startup
2044,30,M,Berlin,11,Senior,55000,English,11-50,Startup
2045,32,M,Berlin,9,Lead,90000,English,101-1000,Product
2046,41,M,Munich,21,Senior,80000,English,101-1000,Product
2047,34,M,Berlin,10,Senior,85000,English,1000+,Product
2048,45,M,Berlin,25,Lead,75000,German,1000+,Product
2049,34,M,Berlin,6,Middle,62000,German,1000+,Media
2050,25,M,Stuttgart,7,Senior,60000,English,11-50,Startup
2051,32,M,Berlin,12,Senior,66800,English,51-100,Product
2052,65,M,Berlin,25,Senior,55000,German,51-100,Product
2053,33,M,Munich,10,Senior,70000,English,101-1000,Product
2054,34,M,Berlin,12,Senior,90000,English,1000+,Product
2055,28,M,Berlin,7,Senior,70000,English,101-1000,Product
2057,39,M,Munich,17,Senior,64000,English,101-1000,Product
2058,30,M,Berlin,7,Senior,72000,English,11-50,Product
2059,34,M,Berlin,12,Senior,70000,English,101-1000,Product
2060,35,M,Berlin,10,Senior,63500,English,101-1000,Product
2061,35,F,Berlin,12,Middle,70000,English,101-1000,eCommerce
2062,34,M,Berlin,10,Senior,68000,English,11-50,Startup
2063,34,M,Berlin,12,Lead,78000,German,1000+,Product
2064,35,M,Berlin,8,Senior,75000,English,101-1000,Startup
2065,38,M,Berlin,13,Lead,89570,English,1000+,Product
2066,34,F,Berlin,9,Senior,78000,English,101-1000,Product
2067,31,M,Berlin,7,Senior,80000,English,1000+,Product
2068,34,M,Berlin,15,Senior,70000,English,51-100,Product
2069,29,F,Munich,5,Middle,67000,English,101-1000,Product
2070,37,M,Berlin,15,Senior,85000,English,1000+,Product
2071,44,M,Stuttgart,22,Senior,76000,English,51-100,Startup
2072,30,M,Munich,9,Middle,66000,English,101-1000,Product
2073,26,M,Frankfurt,4,Middle,65000,German,101-1000,Consulting / Agency
2075,46,M,Berlin,14,Senior,80000,English,51-100,Product
2076,33,M,Berlin,14,Senior,68000,English,51-100,Product
2077,27,M,Tuttlingen,4,Junior,46000,German,up to 10,Product
2078,38,M,Stuttgart,15,Senior,56400,English,11-50,Product
2079,32,M,Munich,11,Senior,81200,English,1000+,Product
2080,36,F,Berlin,11,Senior,70000,English,1000+,Product
2081,26,M,Frankfurt,7,Senior,65000,English,101-1000,Product
2082,29,M,Berlin,12,Senior,75000,English,101-1000,Product
2083,32,M,Nürnberg,8,Senior,60000,German,101-1000,Consulting / Agency
2084,29,M,Bonn,5,Middle,55000,English,11-50,Product
2085,33,M,Hamburg,10,Senior,75000,English,101-1000,Product
2087,32,M,Munich,9,Senior,76000,English,101-1000,Product
2088,34,M,Berlin,10,Senior,76000,English,101-1000,Product
2090,29,M,Munich,7,Senior,80000,English,11-50,Startup
2091,33,M,Munich,10,Senior,78000,German,51-100,Product
2092,32,M,Berlin,4,Senior,65000,English,51-100,Product
2093,47,M,Hamburg,22,Senior,46000,English,up to 10,Product
2094,29,M,Berlin,8,Middle,65000,English,101-1000,Product
2095,28,M,Munich,5,Senior,67000,English,up to 10,Startup
2097,25,M,Hamburg,2,Middle,48000,German,11-50,Product
2098,32,M,Munich,9,Senior,70800,German,1000+,Consulting / Agency
2099,45,M,Munich,3,Senior,70000,Russian,11-50,Startup
2100,26,M,Frankfurt,3,Middle,48000,English,51-100,Consulting / Agency
2101,29,M,Munich,8,Senior,65400,English,11-50,Consulting / Agency
2102,40,M,Berlin,18,Senior,60000,English,1000+,Product
2103,27,M,Munich,5,Senior,71000,English,1000+,Product
2104,27,M,Munich,5,Senior,65000,English,51-100,Product
